subject,type,standard_score,male,female
korean,korean,134,1765,1449
korean,korean,132,3013,2179
korean,korean,131,1077,1106
korean,korean,130,2907,2276
korean,korean,129,2680,2742
korean,korean,128,2518,2253
korean,korean,127,3789,3782
korean,korean,126,2856,2766
korean,korean,125,4269,4114
korean,korean,124,3576,3710
korean,korean,123,4176,4464
korean,korean,122,4326,4614
korean,korean,121,4229,4578
korean,korean,120,9089,10062
korean,korean,119,4836,5558
korean,korean,118,4616,5040
korean,korean,117,4881,5488
korean,korean,116,5013,5279
korean,korean,115,4784,5511
korean,korean,114,4993,5621
korean,korean,113,4575,5312
korean,korean,112,5042,5646
korean,korean,111,4830,5043
korean,korean,110,4830,5556
korean,korean,109,4583,4947
korean,korean,108,4889,5183
korean,korean,107,4692,4971
korean,korean,106,4500,4997
korean,korean,105,4523,4959
korean,korean,104,4274,4658
korean,korean,103,4436,4568
korean,korean,102,4064,4457
korean,korean,101,4255,4483
korean,korean,100,3955,4241
korean,korean,99,7891,8157
korean,korean,98,3861,3997
korean,korean,97,3735,3806
korean,korean,96,3693,3741
korean,korean,95,3610,3670
korean,korean,94,3530,3517
korean,korean,93,3702,3516
korean,korean,92,3471,3260
korean,korean,91,3369,3238
korean,korean,90,3233,3080
korean,korean,89,3197,3177
korean,korean,88,3194,3105
korean,korean,87,3171,2776
korean,korean,86,3123,2814
korean,korean,85,3019,2652
korean,korean,84,2938,2603
korean,korean,83,2921,2633
korean,korean,82,2860,2412
korean,korean,81,2734,2390
korean,korean,80,2748,2390
korean,korean,79,5168,4374
korean,korean,78,2513,2160
korean,korean,77,2451,2029
korean,korean,76,2513,2027
korean,korean,75,2421,1924
korean,korean,74,2268,1851
korean,korean,73,2396,1767
korean,korean,72,2273,1729
korean,korean,71,2231,1632
korean,korean,70,2225,1627
korean,korean,69,2264,1559
korean,korean,68,2123,1464
korean,korean,67,2554,1670
korean,korean,66,2043,1304
korean,korean,65,2129,1374
korean,korean,64,1961,1221
korean,korean,63,2040,1190
korean,korean,62,1863,1124
korean,korean,61,1921,1052
korean,korean,60,1750,907
korean,korean,59,1351,786
korean,korean,58,4019,1705
korean,korean,57,1117,626
korean,korean,56,996,501
korean,korean,55,859,497
korean,korean,54,715,371
korean,korean,53,523,260
korean,korean,52,510,264
korean,korean,51,375,198
korean,korean,50,273,138
korean,korean,49,193,95
korean,korean,48,150,86
korean,korean,47,108,56
korean,korean,46,91,59
korean,korean,45,47,41
korean,korean,44,45,40
korean,korean,43,27,21
korean,korean,42,32,32
korean,korean,41,6,6
korean,korean,40,52,31
korean,korean,38,212,99
